Publication.Year,Study.Name,Study.Name.numbered,Title,Journal,Paper.Notes,WoS.Search,Google.Scholar,Partial.database,Original.Source_Publication.Year,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,Order,Common.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Current.Parent,Regional.Threat.Status,IUCN.Status.Current_SUB,Threat_Status_SUB,Latitude,Longitude,Wild.Managed.Captive,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,Clutch.Size.BoW,Clutch.Size.NZBO,Av.Clutch.Size,Av.Clutch.Size.Mean,Cooney2020_log.Clutch.Size,Cooney2020_10^.Clutch.Size,Nest.Clutch.no,Eggs.no,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.Clutch.Size,Egg.BoW.Clutch.Size,Total,Cases,Proportion,Standardised.Hatching.Success.Definition,Standardised.Hatchability.Definition,Other.Definition,Calculations.Estimations_HatchingFailure,Calculations.Estimations_TotalEggs,TotalEggs_Summary
2017,Vedder et al. 2017,Vedder et al. 2017 (02),Intraspecific variation in and environment-dependent resource allocation to embryonic development time in Common Terns,Physiological and Biochemical Zoology,NA,YES,NO,NO,2017,YES,NO,2015,2016,Charadriiformes,Common Tern,Sterna_hirundo,Sterna_hirundo,NA,,LC,Non-threatened,53.6000000,8.1000000,Wild managed,Artificial,No,No,8.7,91.3,0.00,0.00,,,2.835164835,2.835164835,0.391155729,2.46125,NA,215,NA,NA,NA,NA,215,196.295,0.913,Not stated,NA,NA,HS% calculated from text,Total eggs calculated from text,Actual total
2010,Villard & Bretagnolle 2010,Villard & Bretagnolle 2010 (01),Breeding biology of the Bridled Tern (Sterna anaethetus) in New Caledonia,Waterbirds,NA,YES,NO,NO,2010,YES,NO,2002,2003,Charadriiformes,Bridled Tern,Onychoprion_anaethetus,Sterna_anaethetus,NA,,LC,Non-threatened,-22.5500000,166.7833330,Wild,Natural,No,No,36.84210526,63.15789474,0.00,0.00,,,1,1,0,1,19,19,19,19,NA,NA,19,12,0.631578947,Not stated,NA,NA,HS% calculated from text and Table 1,Total eggs calculated from Table 1,Actual total
2010,Villard & Bretagnolle 2010,Villard & Bretagnolle 2010 (02),Breeding biology of the Bridled Tern (Sterna anaethetus) in New Caledonia,Waterbirds,NA,YES,NO,NO,2010,YES,NO,2003,2004,Charadriiformes,Bridled Tern,Onychoprion_anaethetus,Sterna_anaethetus,NA,,LC,Non-threatened,-22.5500000,166.7833330,Wild,Natural,No,No,12,88,0.00,0.00,,,1,1,0,1,50,50,50,50,NA,NA,50,44,0.88,Not stated,NA,NA,HS% calculated from text and Table 1,Total eggs calculated from Table 1,Actual total
2018,Vuarin et al. 2018,Vuarin et al. 2018,No evidence for prezygotic postcopulatory avoidance of kin despite high inbreeding depression,Molecular Ecology,NA,YES,NO,NO,2018,YES,NO,2016,2016,Otidiformes,North African Houbara Bustard,Chlamydotis_undulata_undulata,Chlamydotis_undulata,VU,Not Evaluated,VU,Threatened,33.0470570,-3.9952470,Captive,Artificial,No,Yes,56.58198614,43.41801386,0.00,0.00,,,1-3 eggs,2,0.395035018,2.483333333,NA,433,NA,NA,NA,NA,433,188,0.434180139,Percentage/Proportion of eggs that hatched per clutch/nest,NA,NA,HS% calculated from text,NA,Actual total
2019,Vuarin et al. 2019,Vuarin et al. 2019,Post-copulatory sexual selection allows females to alleviate the fitness costs incurred when mating with senescing males,Proceedings of the Royal Society B - Biological Sciences,NA,YES,NO,NO,2019,YES,NO,2016,2016,Otidiformes,North African Houbara Bustard,Chlamydotis_undulata_undulata,Chlamydotis_undulata,VU,Not Evaluated,VU,Threatened,33.0470570,-3.9952470,Captive,Artificial,No,Yes,41.97860963,58.02139037,0.00,0.00,,,1-3 eggs,2,0.395035018,2.483333333,NA,374,NA,NA,NA,NA,374,217,0.580213904,Not stated,NA,NA,HS% calculated from supplementary data,NA,Actual total
2011,Walls et al. 2011,Walls et al. 2011,Effects of incubation delay on viability and microbial growth of Wood Duck (Aix sponsa) eggs,The Auk,NA,YES,NO,NO,2011,YES,YES,2009,2009,Anseriformes,Wood Duck,Aix_sponsa,Aix_sponsa,NA,,LC,Non-threatened,33.0166670,-81.0500000,Wild managed,Artificial,Yes,No,18.41155235,81.58844765,0.00,0.00,,,10-12 eggs,11,1.061640934,11.525,NA,277,NA,NA,NA,NA,277,226,0.815884477,Not stated,Not stated,NA,HS% calculated from text,NA,Actual total
2012,Walls et al. 2012,Walls et al. 2012,Effects of nest reuse and onset of incubation on microbial growth and viability of Wood Duck eggs,The Condor,NA,YES,NO,NO,2012,YES,NO,2010,2010,Anseriformes,Wood Duck,Aix_sponsa,Aix_sponsa,NA,,LC,Non-threatened,33.0166670,-81.0500000,Wild managed,Natural,Yes,No,16.88311688,83.11688312,0.00,0.00,,,12,12,1.061640934,11.525,NA,77,NA,NA,NA,NA,77,64,0.831168831,Not stated,NA,NA,Exact HS% calculated from text,NA,Actual total
2015,Walls et al. 2015,Walls et al. 2015 (01),"Effects of coal fly ash on tree swallow reproduction in Watts Bar Reservoir, Tennessee",Integrated Environmental Assessment and Management,NA,YES,NO,NO,2015,YES,NO,2010,2010,Passeriformes,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,NA,,LC,Non-threatened,35.6990680,-84.7274150,Wild,Natural,No,No,12.6,87.4,0.00,0.00,,,5.1,5.1,0.719331287,5.24,NA,91,NA,NA,NA,NA,91,79.534,0.874,Not stated,NA,NA,NA,NA,Actual total
2015,Walls et al. 2015,Walls et al. 2015 (02),"Effects of coal fly ash on tree swallow reproduction in Watts Bar Reservoir, Tennessee",Integrated Environmental Assessment and Management,NA,YES,NO,NO,2015,YES,NO,2010,2010,Passeriformes,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,NA,,LC,Non-threatened,35.6990680,-84.7274150,Wild,Natural,No,No,1.5,98.5,0.00,0.00,,,4.4,4.4,0.719331287,5.24,NA,10,NA,NA,NA,NA,10,9.85,0.985,Not stated,NA,NA,NA,NA,Actual total
2011,Wang et al. 2011,Wang et al. 2011 (01),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,NA,YES,NO,NO,2011,YES,YES,2005,2007,Passeriformes,Western Bluebird,Sialia_mexicana,Sialia_mexicana,NA,,LC,Non-threatened,39.0000000,-123.0666670,Wild managed,Natural,Yes,No,7.670259119,92.32974088,0.00,0.00,,,NA,NA,0.699187097,5.0025,NA,84,NA,NA,NA,NA,84,77.55698234,0.923297409,Egg viability,Not stated,NA,HS% extracted from Figure 3 using WebPlotDigitizer,Total eggs calculated from Figure 3,Actual total
2011,Wang et al. 2011,Wang et al. 2011 (02),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,NA,YES,NO,NO,2011,YES,YES,2005,2007,Passeriformes,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,NA,,LC,Non-threatened,39.0000000,-123.0666670,Wild managed,Natural,Yes,No,5.607902729,94.39209727,0.00,0.00,,,NA,NA,0.719331287,5.24,NA,70,NA,NA,NA,NA,70,66.07446809,0.943920973,Egg viability,Not stated,NA,HS% extracted from Figure 3 using WebPlotDigitizer,Total eggs calculated from Figure 3,Actual total
2011,Wang et al. 2011,Wang et al. 2011 (03),Microbial and environmental effects on avian egg viability: Do tropical mechanisms act in a temperate environment?,Ecology,NA,YES,NO,NO,2011,YES,YES,2005,2007,Passeriformes,Violet-green Swallow,Tachycineta_thalassina,Tachycineta_thalassina,NA,,LC,Non-threatened,39.0000000,-123.0666670,Wild managed,Natural,Yes,No,9.83896381,90.16103619,0.00,0.00,,,NA,NA,0.65641767,4.5333335,NA,21,NA,NA,NA,NA,21,18.9338176,0.901610362,Egg viability,Not stated,NA,HS% extracted from Figure 3 using WebPlotDigitizer,Total eggs calculated from Figure 3,Actual total
2005,Warburton & Perrin 2005,Warburton & Perrin 2005,Nest-site characteristics and breeding biology of the black-cheeked Lovebird Agapornis nigrigenis in Zambia,Ostrich,NA,NO,NO,NO,2005,YES,NO,2000,2000,Psittaciformes,Black-cheeked Lovebird,Agapornis_nigrigenis,Agapornis_nigrigenis,NA,,VU,Threatened,-16.0000000,25.0000000,Captive,Natural,Yes,Yes,30.23952096,69.76047904,0.00,0.00,,,4 ± 0.07,4,0.69019608,4.9,226,1002,904,1107.4,NA,NA,1002,699,0.69760479,Not stated,NA,NA,Exact HS% calculated from text,NA,Actual total
2014,Watson et al. 2014,Watson et al. 2014,Out of sight but not out of harm's way: Human disturbance reduces reproductive success of a cavity-nesting seabird,Biological Conservation,NA,YES,NO,NO,2014,YES,NO,2010,2011,Procellariiformes,European Storm-petrel/European Storm Petrel,Hydrobates_pelagicus,Hydrobates_pelagicus,NA,,LC,Non-threatened,60.0000000,-1.1666670,Wild,Natural,No,No,25.47133758,74.52866242,0.00,0.00,,,1,1,0,1,157,157,157,157,NA,NA,157,117.01,0.745286624,Not stated,NA,NA,HS% calculated from Table 1 - mean weighted by sample sizes,Total eggs calculated from Table 1,Actual total
2005,Wei et al. 2005,Wei et al. 2005,"Nesting and disturbance of the Black-faced Spoonbill in Liaoning Province, China",Waterbirds,NA,YES,NO,NO,2005,YES,NO,1999,2003,Pelecaniformes,Black-faced Spoonbill,Platalea_minor,Platalea_minor,NA,,EN,Threatened,39.5166670,123.0500000,Wild,Natural,No,No,13.79310345,86.20689655,0.00,0.00,,,2.857142857,2.857142857,NA,NA,12,29,34.28571429,NA,NA,NA,29,25,0.862068966,Not stated,NA,NA,Exact HS% calculated from text,NA,Actual total
2005,Wellicome 2005,Wellicome 2005 (01),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1992,1992,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,Yes,9.8,90.2,2.80,NA,,,6-12 eggs,9,0.892094603,7.8,11,NA,99,85.8,NA,NA,99,89.298,0.902,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (02),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1992,1992,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,No,16.2,83.8,5.60,NA,,,6-12 eggs,9,0.892094603,7.8,11,NA,99,85.8,NA,NA,99,82.962,0.838,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (03),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1993,1993,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,Yes,9.2,90.8,2.80,NA,,,6-12 eggs,9,0.892094603,7.8,14,NA,126,109.2,NA,NA,126,114.408,0.908,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (04),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1993,1993,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,No,8.8,91.2,2.40,NA,,,6-12 eggs,9,0.892094603,7.8,23,NA,207,179.4,NA,NA,207,188.784,0.912,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (05),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1996,1996,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,Yes,9.4,90.6,3.80,NA,,,6-12 eggs,9,0.892094603,7.8,17,NA,153,132.6,NA,NA,153,138.618,0.906,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (06),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1996,1996,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,No,8.9,91.1,2.40,NA,,,6-12 eggs,9,0.892094603,7.8,16,NA,144,124.8,NA,NA,144,131.184,0.911,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2005,Wellicome 2005,Wellicome 2005 (07),Hatching asynchrony in Burrowing Owls is influenced by clutch size and hatching success but not by food,Oecologia,NA,YES,NO,NO,2005,YES,NO,1997,1997,Strigiformes,Burrowing Owl,Athene_cunicularia,Athene_cunicularia,NA,,LC,Non-threatened,52.9399000,-106.4509000,Wild managed,Natural,Yes,No,9.2,90.8,2.80,NA,,,6-12 eggs,9,0.892094603,7.8,20,NA,180,156,NA,NA,180,163.44,0.908,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2008,White et al. 2008,White et al. 2008 (01),Multiple deleterious effects of experimentally aged sperm in a monogamous bird,Proceedings of the National Academy of Sciences of the United States of America,Found in Pineaux et al. (2019),NO,NO,NO,2008,YES,NO,2004,2006,Charadriiformes,Black-legged Kittiwake/Arctic Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,NA,,VU,Threatened,59.4333330,-146.3333330,Wild managed,Artificial,Yes,No,13,87,5.56,NA,,,2,2,0.301753253,2.0033335,NA,38,NA,NA,NA,NA,38,33.06,0.87,Not stated,NA,NA,NA,NA,Actual total
2008,White et al. 2008,White et al. 2008 (02),Multiple deleterious effects of experimentally aged sperm in a monogamous bird,Proceedings of the National Academy of Sciences of the United States of America,Found in Pineaux et al. (2019),NO,NO,NO,2008,YES,NO,2004,2006,Charadriiformes,Black-legged Kittiwake/Arctic Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,NA,,VU,Threatened,59.4333330,-146.3333330,Wild managed,Natural,Yes,No,17,83,5.00,NA,,,2,2,0.301753253,2.0033335,NA,58,NA,NA,NA,NA,58,48.14,0.83,Not stated,NA,NA,NA,NA,Actual total
2009,Whittaker et al. 2009,Whittaker et al. 2009 (01),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,NA,YES,NO,NO,2009,YES,NO,2008,2009,Passeriformes,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,NA,,LC,Non-threatened,37.3666670,-80.5333330,Wild,Natural,No,No,9,91,NA,16.00,,,NA,NA,0.608793374,4.0625,8,NA,NA,32.5,NA,NA,32.5,29.575,0.91,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches from text,Estimated from Cooney
2009,Whittaker et al. 2009,Whittaker et al. 2009 (02),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,NA,YES,NO,NO,2009,YES,NO,2008,2009,Passeriformes,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,NA,,LC,Non-threatened,37.3666670,-80.5333330,Wild,Natural,No,No,0,100,NA,0.00,,,NA,NA,0.608793374,4.0625,8,NA,NA,32.5,NA,NA,32.5,32.5,1,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches from text,Estimated from Cooney
2009,Whittaker et al. 2009,Whittaker et al. 2009 (03),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,NA,YES,NO,NO,2009,YES,NO,2008,2009,Passeriformes,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,NA,,LC,Non-threatened,37.3666670,-80.5333330,Wild,Natural,No,No,8,92,NA,20.00,,,NA,NA,0.608793374,4.0625,8,NA,NA,32.5,NA,NA,32.5,29.9,0.92,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches from text,Estimated from Cooney
2009,Whittaker et al. 2009,Whittaker et al. 2009 (04),Behavioral responses of nesting female dark-eyed juncos Junco hyemalis to hetero- and conspecific passerine preen oils,Journal of Avian Biology,NA,YES,NO,NO,2009,YES,NO,2008,2009,Passeriformes,Dark-eyed Junco,Junco_hyemalis,Junco_hyemalis,NA,,LC,Non-threatened,37.3666670,-80.5333330,Wild,Natural,No,No,0,100,NA,0.00,,,NA,NA,0.608793374,4.0625,6,NA,NA,24.375,NA,NA,24.375,24.375,1,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches from text,Estimated from Cooney
2018,Wiebe 2018,Wiebe 2018,Age-related improvements in fecundity are driven by the male in a bird with partially reversed sex roles in parental care,Oecologia,NA,YES,NO,NO,2018,YES,NO,1997,2014,Piciformes,Yellow-shafted Flicker/Northern Flicker,Colaptes_auratus,Colaptes_auratus,NA,,LC,Non-threatened,51.8666670,-122.3500000,Wild,Natural,No,No,11.25,88.75,0.00,0.00,,,8.0 ± 0.04,8,0.81474688,6.5275,1163,NA,9304,7591.4825,NA,NA,9304,8257.3,0.8875,"﻿Number of eggs that hatched relative to clutch size, excluding depredated nests",NA,NA,HS% calculated from text,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2011,Wilcoxen et al. 2011,Wilcoxen et al. 2011,"Parental, social and environmental factors associated with hatching failure in Florida Scrub-Jays Aphelocoma coerulescens",Ibis,NA,YES,NO,YES,2011,YES,NO,1992,2008,Passeriformes,Florida Scrub-jay/Florida Scrub Jay,Aphelocoma_coerulescens,Aphelocoma_coerulescens,NA,,VU,Threatened,27.1666670,-81.3500000,Wild,Natural,No,No,7.844827586,92.15517241,0.00,0.00,,,NA,NA,0.567320504,3.6925,484,1160,NA,1787.17,NA,NA,1160,1069,0.921551724,Percentage/Proportion of eggs that hatched,NA,NA,HS% calculated from text,NA,Actual total
2020,Williams & DeLeon 2020,Williams & DeLeon 2020,Deep learning analysis of nest camera video recordings reveals temperature-sensitive incubation behavior in the purple martin (Progne subis),Behavioral Ecology and Sociobiology,NA,NO,"""hatching success""",NO,2020,YES,NO,2017,2018,Passeriformes,Purple Martin,Progne_subis,Progne_subis,NA,,LC,Non-threatened,43.1110000,-78.4090000,Wild managed,Natural,Yes,No,0,100,0.00,0.00,,,4-6 eggs,5,0.675778342,4.74,8,40,40,37.92,NA,NA,40,40,1,Not stated,NA,NA,NA,Total eggs calculated from Table 1,Actual total
2020,Wilson & Walters 2020,Wilson & Walters 2020 - across-nest,Cavity use and breeding biology of endangered Bahama Swallows (Tachycineta cyaneoviridis): implications for conservation,Journal of Field Ornithology,NA,NO,NO,NO,2020,YES,NO,2015,2017,Passeriformes,Bahama Swallow,Tachycineta_cyaneoviridis,Tachycineta_cyaneoviridis,NA,,EN,Threatened,26.4667000,-77.0833000,Wild,Natural,No,No,10,90,0.00,0.00,,,2.9 ± 0.1,2.9,0.477121255,3,36,95,104.4,108,NA,NA,95,85.5,0.9,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA,NA,Actual total
2019,Wilson 2019,Wilson 2019 (02),Biology and conservation of the endangered Bahama Swallow (Tachycineta cyaneoviridis),PhD Dissertation,Found in Wilson (2019) Table 4; Original source = Struve et al. (2012),NO,NO,NO,2012,YES,NO,2008,2011,Passeriformes,White-winged Swallow,Tachycineta_albiventer,Tachycineta_albiventer,NA,,LC,Non-threatened,7.4333330,-68.9500000,Wild managed,Natural,Yes,No,1,99,0.00,0.00,,,3.11 ± 0.11,3.11,NA,NA,37,NA,115.07,NA,NA,NA,115.07,113.9193,0.99,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from original source text,Estimated from study mean
